Marca temporal,Ciudad , Colegio,Grado,Edad,Género ,Grupo_familiar,Zona_Vivienda,Grupo_Social,8  Empujando_intencional, 9. Halado_cabello_agredido,10 Agredido_con_golpes ,11 Dañado_objetos ,12. ¿Lanzan_objetos? ,13. ¿Insultos_ofensas?,14 ¿Víctima_chantaje?,15 ¿Avergonzado_público?,16 ¿Amenazas? ,17 ¿Víctima_bromas_pesadas?,18 ¿Frases excluyentes?,19 ¿Burlas_por_aspecto_físico_o_ condiciones_ particulares? ,20 ¿Mensajes_contenido_ofensivo_desagradable?,"21. ¿Insultos, groserías y palabras desagradables a través de redes sociales? ",22. ¿Ha recibido fotos y/o videos desagradables o incómodos sobre usted u otras personas a través de las redes sociales?,23. ¿Ha recibido chantaje o amenazas por fotos o videos incómodos donde usted aparezca?
9/12/2023 17:46:00,Tunja,IT Gonzalo Suárez R.,Quinto,De 11-13 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/12/2023 17:48:45,Tunja,IT Gonzalo Suárez R.,Quinto,De 11-13 años,Femenino,"Madre, Hermanos, Abuelos, Tíos",Urbano,Ninguna,Entre 2 y 4 veces al mes,Nunca,Una vez al mes,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Una vez al mes,Nunca,Nunca
9/12/2023 17:51:35,Tunja,IT Gonzalo Suárez R.,Quinto,De 11-13 años,Femenino,Madre,Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/13/2023 8:10:23,Tunja,IT Gonzalo Suárez R.,Quinto,De 11-13 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/13/2023 8:15:42,Tunja,IT Gonzalo Suárez R.,Quinto,De 11-13 años,Femenino,Madre y Padre,Urbano,otro,Una vez al mes,Una vez al mes,Nunca,Entre 2 y 4 veces al mes,Nunca,Entre 2 y 4 veces al mes,Una vez al mes,Una vez al mes,Nunca,5 o más veces al mes,Entre 2 y 4 veces al mes,5 o más veces al mes,Nunca,Entre 2 y 4 veces al mes,Nunca,Una vez al mes
9/15/2023 8:35:48,Tunja,IT Gonzalo Suárez R.,Quinto,De 11-13 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/15/2023 8:37:41,Tunja,IT Gonzalo Suárez R.,Quinto,De 11-13 años,Femenino,"Madre, Abuelos",Urbano,Ninguna,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Una vez al mes,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/29/2023 17:43:27,Tunja,SILVINO RODRIGUEZ,802,De 11-13 años,Masculino,Madre,Rural,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/29/2023 17:45:29,Tunja,SILVINO RODRIGUEZ,802,De 11-13 años,Femenino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/29/2023 17:55:46,Tunja,SILVINO RODRIGUEZ,802,De 11-13 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/29/2023 17:58:11,Tunja,SILVINO RODRIGUEZ,802,De 11-13 años,Femenino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/29/2023 18:00:06,Tunja,SILVINO RODRIGUEZ,802,De 11-13 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/29/2023 18:03:50,Tunja,SILVINO RODRIGUEZ,802,De 11-13 años,Femenino,"Madre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/30/2023 8:41:41,Tunja,SILVINO RODRIGUEZ,802,De 14-17 años,Masculino,Madre,Urbano,Ninguna,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Una vez al mes,Nunca,Nunca,Nunca,Una vez al mes,Una vez al mes,Nunca,Una vez al mes,Nunca
8/30/2023 9:46:01,Tunja,SILVINO RODRIGUEZ,802,De 11-13 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Entre 2 y 4 veces al mes,Una vez al mes,Entre 2 y 4 veces al mes,Nunca,Nunca,Una vez al mes,Una vez al mes,Una vez al mes,Una vez al mes,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca
8/30/2023 10:19:05,Tunja,SILVINO RODRIGUEZ,802,De 11-13 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/30/2023 10:21:35,Tunja,SILVINO RODRIGUEZ,802,De 11-13 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/30/2023 10:23:18,Tunja,SILVINO RODRIGUEZ,802,De 11-13 años,Masculino,"Madre y Padre, Abuelos, Primos, Tios",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/30/2023 10:24:57,Tunja,SILVINO RODRIGUEZ,802,De 11-13 años,Femenino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/30/2023 10:29:26,Tunja,SILVINO RODRIGUEZ,802,De 11-13 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,5 o más veces al mes,Nunca,Una vez al mes,Nunca,Nunca,5 o más veces al mes,Una vez al mes,Una vez al mes,Nunca,Nunca,Nunca,Una vez al mes,Una vez al mes,Una vez al mes,Una vez al mes,Nunca
8/30/2023 10:34:22,Tunja,SILVINO RODRIGUEZ,802,De 11-13 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/30/2023 10:39:05,Tunja,SILVINO RODRIGUEZ,802,De 11-13 años,Femenino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/30/2023 10:43:10,Tunja,SILVINO RODRIGUEZ,802,De 11-13 años,Femenino,"Padre, Hermanos",Urbano,Ninguna,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/30/2023 10:44:49,Tunja,SILVINO RODRIGUEZ,802,De 11-13 años,Femenino,"Madre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/30/2023 10:46:11,Tunja,SILVINO RODRIGUEZ,802,De 11-13 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/30/2023 10:49:03,Tunja,SILVINO RODRIGUEZ,802,De 11-13 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
8/30/2023 10:54:55,Tunja,SILVINO RODRIGUEZ,802,De 14-17 años,Femenino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Entre 2 y 4 veces al mes,Una vez al mes,Nunca,Nunca,Nunca
8/30/2023 12:00:49,Tunja,SILVINO RODRIGUEZ,802,De 11-13 años,Masculino,"Madre, Hermanos",Urbano,Ninguna,Una vez al mes,Una vez al mes,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca
8/30/2023 12:03:52,Tunja,SILVINO RODRIGUEZ,802,De 11-13 años,Masculino,"Padre, Hermanos, Otros",Urbano,Ninguna,Nunca,Entre 2 y 4 veces al mes,Nunca,Nunca,Nunca,5 o más veces al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 10:52:52,Tunja,SILVINO RODRIGUEZ,802,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 10:55:03,Tunja,SILVINO RODRIGUEZ,802,De 11-13 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Entre 2 y 4 veces al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 10:57:20,Tunja,SILVINO RODRIGUEZ,802,De 11-13 años,Masculino,Madre,Urbano,Ninguna,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,5 o más veces al mes,Nunca,Nunca,Nunca,Nunca
9/11/2023 10:58:48,Tunja,SILVINO RODRIGUEZ,802,De 11-13 años,Masculino,"Madre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 11:00:42,Tunja,SILVINO RODRIGUEZ,802,De 11-13 años,Femenino,"Madre, Hermanos",Rural,Ninguna,Una vez al mes,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 11:02:32,Tunja,SILVINO RODRIGUEZ,802,De 11-13 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 11:03:58,Tunja,SILVINO RODRIGUEZ,802,De 11-13 años,Femenino,"Madre y Padre, Hermanos",Urbano,Ninguna,Entre 2 y 4 veces al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 11:05:37,Tunja,SILVINO RODRIGUEZ,802,De 11-13 años,Femenino,"Madre, tíos y primos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 11:47:51,Tunja,SILVINO RODRIGUEZ,802,De 11-13 años,Femenino,"Madre y Padre, Hermanos",Rural,Ninguna,Entre 2 y 4 veces al mes,Una vez al mes,Nunca,Entre 2 y 4 veces al mes,Nunca,5 o más veces al mes,Nunca,Una vez al mes,Una vez al mes,Nunca,Una vez al mes,Entre 2 y 4 veces al mes,Nunca,Nunca,Nunca,Nunca
9/11/2023 11:56:41,Tunja,SILVINO RODRIGUEZ,807,De 14-17 años,Femenino,"Madre, Hermanos",Rural,Ninguna,Entre 2 y 4 veces al mes,Una vez al mes,Una vez al mes,Nunca,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Nunca,Nunca,Una vez al mes,Entre 2 y 4 veces al mes,Una vez al mes,Entre 2 y 4 veces al mes,Una vez al mes,Entre 2 y 4 veces al mes,Una vez al mes,Una vez al mes
9/11/2023 11:59:33,Tunja,SILVINO RODRIGUEZ,807,De 11-13 años,Masculino,"Madre y Padre, Hermanos",Rural,Ninguna,Una vez al mes,Nunca,Nunca,Una vez al mes,Nunca,Una vez al mes,Una vez al mes,Una vez al mes,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 13:49:25,Tunja,SILVINO RODRIGUEZ,807,De 14-17 años,Femenino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 13:55:38,Tunja,SILVINO RODRIGUEZ,807,De 14-17 años,Femenino,"Madre y Padre, Hermanos",Urbano,Ninguna,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Nunca,Una vez al mes,Entre 2 y 4 veces al mes,5 o más veces al mes,Nunca,Una vez al mes,Nunca,Entre 2 y 4 veces al mes,Una vez al mes,Una vez al mes,Una vez al mes,Una vez al mes,Una vez al mes,Nunca
9/11/2023 13:58:41,Tunja,SILVINO RODRIGUEZ,807,De 14-17 años,Femenino,"Madre y Padre, Hermanos",Urbano,Ninguna,Una vez al mes,Nunca,Nunca,Una vez al mes,Una vez al mes,Una vez al mes,Entre 2 y 4 veces al mes,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca
9/11/2023 14:00:30,Tunja,SILVINO RODRIGUEZ,807,De 14-17 años,Femenino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 14:01:58,Tunja,SILVINO RODRIGUEZ,807,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 14:03:25,Tunja,SILVINO RODRIGUEZ,807,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Rural,Ninguna,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca
9/11/2023 14:04:40,Tunja,SILVINO RODRIGUEZ,807,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 14:08:50,Tunja,SILVINO RODRIGUEZ,807,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 14:11:05,Tunja,SILVINO RODRIGUEZ,807,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Nunca,Nunca,Nunca,Una vez al mes,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca
9/11/2023 14:13:24,Tunja,SILVINO RODRIGUEZ,807,Mayor a 17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 14:18:05,Tunja,SILVINO RODRIGUEZ,807,Mayor a 17 años,Femenino,Padre,Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Entre 2 y 4 veces al mes,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Entre 2 y 4 veces al mes,5 o más veces al mes,Nunca
9/11/2023 14:22:54,Tunja,SILVINO RODRIGUEZ,807,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Una vez al mes,Entre 2 y 4 veces al mes,Nunca
9/11/2023 14:25:18,Tunja,SILVINO RODRIGUEZ,807,De 14-17 años,Femenino,"Madre, Abuelos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 14:30:16,Tunja,SILVINO RODRIGUEZ,807,Mayor a 17 años,Femenino,Madre,Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca
9/11/2023 14:32:32,Tunja,SILVINO RODRIGUEZ,807,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,5 o más veces al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Nunca,Entre 2 y 4 veces al mes,Nunca,5 o más veces al mes,Una vez al mes,Una vez al mes,Una vez al mes,Nunca
9/11/2023 14:35:30,Tunja,SILVINO RODRIGUEZ,807,Mayor a 17 años,Masculino,"Madre, Hermanos, Padrastro",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 14:37:23,Tunja,SILVINO RODRIGUEZ,807,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 14:39:01,Tunja,SILVINO RODRIGUEZ,807,De 14-17 años,Femenino,"Madre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 14:40:46,Tunja,SILVINO RODRIGUEZ,807,Mayor a 17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 14:44:35,Tunja,SILVINO RODRIGUEZ,807,De 14-17 años,Femenino,"Madre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Entre 2 y 4 veces al mes,Una vez al mes,Entre 2 y 4 veces al mes,Entre 2 y 4 veces al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/11/2023 14:49:38,Tunja,SILVINO RODRIGUEZ,807,De 14-17 años,Femenino,Madre,Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,5 o más veces al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/12/2023 8:26:58,Tunja,SILVINO RODRIGUEZ,8-06,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Una vez al mes,5 o más veces al mes,5 o más veces al mes,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Entre 2 y 4 veces al mes,Una vez al mes,Nunca
9/12/2023 8:28:27,Tunja,SILVINO RODRIGUEZ,8-06,De 14-17 años,Masculino,Madre,Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/12/2023 8:29:45,Tunja,SILVINO RODRIGUEZ,8-06,De 14-17 años,Masculino,Madre,Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/12/2023 8:33:15,Tunja,SILVINO RODRIGUEZ,8-06,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,5 o más veces al mes,Nunca,Nunca,5 o más veces al mes,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Una vez al mes,Nunca
9/12/2023 8:37:11,Tunja,SILVINO RODRIGUEZ,8-06,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Una vez al mes,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/12/2023 8:39:15,Tunja,SILVINO RODRIGUEZ,8-06,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/12/2023 8:41:07,Tunja,SILVINO RODRIGUEZ,8-06,De 14-17 años,Masculino,"Madre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Una vez al mes,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/12/2023 8:42:31,Tunja,SILVINO RODRIGUEZ,8-06,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Una vez al mes,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/12/2023 8:50:30,Tunja,SILVINO RODRIGUEZ,8-06,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca
9/12/2023 8:52:00,Tunja,SILVINO RODRIGUEZ,8-06,De 14-17 años,Masculino,"Madre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Una vez al mes,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca
9/12/2023 8:59:47,Tunja,SILVINO RODRIGUEZ,8-06,De 14-17 años,Masculino,Padre,Urbano,Ninguna,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca,Entre 2 y 4 veces al mes,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Entre 2 y 4 veces al mes,Nunca,Una vez al mes,Nunca,Nunca
9/12/2023 9:04:46,Tunja,SILVINO RODRIGUEZ,8-06,De 14-17 años,Masculino,Padre,Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/12/2023 9:06:04,Tunja,SILVINO RODRIGUEZ,8-06,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/12/2023 9:07:38,Tunja,SILVINO RODRIGUEZ,8-06,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Entre 2 y 4 veces al mes,Nunca,Entre 2 y 4 veces al mes,Nunca,Una vez al mes,Entre 2 y 4 veces al mes,Una vez al mes,Nunca,Una vez al mes,Una vez al mes,Una vez al mes,Una vez al mes,Nunca,Nunca,Nunca,Nunca
9/12/2023 9:10:59,Tunja,SILVINO RODRIGUEZ,8-06,De 14-17 años,Masculino,"Madre, Hermanos",Urbano,Ninguna,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca,Entre 2 y 4 veces al mes,Nunca,Nunca,Nunca,Nunca,Nunca,5 o más veces al mes,Nunca,Nunca,Nunca,Nunca
9/12/2023 9:17:25,Tunja,SILVINO RODRIGUEZ,8-06,De 14-17 años,Femenino,Otros,Urbano,Ninguna,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca,Una vez al mes,Una vez al mes,Nunca,Nunca,Nunca,Nunca
9/12/2023 9:19:20,Tunja,SILVINO RODRIGUEZ,8-06,De 14-17 años,Masculino,Otros,Urbano,Ninguna,5 o más veces al mes,,Nunca,Nunca,Nunca,Entre 2 y 4 veces al mes,Nunca,Nunca,Nunca,Entre 2 y 4 veces al mes,Una vez al mes,Nunca,Nunca,Una vez al mes,Una vez al mes,Nunca
9/12/2023 9:20:38,Tunja,SILVINO RODRIGUEZ,8-06,De 14-17 años,Femenino,"Madre y Padre, Hermanos",Urbano,Ninguna,Entre 2 y 4 veces al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/12/2023 9:22:42,Tunja,SILVINO RODRIGUEZ,8-06,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca
9/12/2023 9:23:56,Tunja,SILVINO RODRIGUEZ,8-06,De 14-17 años,Masculino,"Madre y Padre, Hermanos",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca
9/12/2023 9:31:46,Tunja,SILVINO RODRIGUEZ,8-06,De 14-17 años,Femenino,"Madre, Padrastro",Urbano,Ninguna,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Una vez al mes,Nunca,Nunca
